311,3
312,3
313,1
314,4
315,1
316,2
317,3
318,4
319,4
320,1
321,3
322,3
323,1
324,2
345,3
346,3
347,1
348,2
349,1
350,2
351,2
352,3
353,3
354,4
355,4
356,4
357,3
358,4
359,1
360,3
361,1
362,4
363,2
364,2
365,2
366,4
367,1
368,3
369,3
370,4
371,3
372,1
373,3
374,4
375,2
376,1
377,3
378,2
379,3
380,3
381,3
382,1
383,2
384,3
385,2
386,3
387,2
388,4
389,3
390,3
391,3
392,1
393,1
394,4
395,4
396,4
397,3
398,1
399,2
400,3
401,2
402,2
403,2
404,3
405,4
406,2
407,3
408,2
409,1
410,3
411,2
412,1
413,4
414,1
415,4
416,2
417,4
418,3
419,3
420,3
421,3
422,4
423,2
424,4
425,2
426,2
427,4
428,4
429,3
430,1
431,4
432,3
433,4
434,3
435,3
436,3
437,1
438,1
439,2
440,3
441,1
442,4
443,2
444,1
445,2
446,3
447,3
448,2
464,1
465,2
466,4
467,4
468,3
469,2
470,3
471,1
472,2
473,4
474,1
475,2
476,4
477,4
478,2
479,2
480,2
481,1
482,3
483,2
484,4
485,4
486,3
487,3
488,4
489,4
490,4
491,4
492,2
493,3
494,4
495,1
496,3
497,3
498,1
499,3
500,4
501,2
502,4
503,3
504,4
505,3
506,2
507,1
508,3
509,1
510,3
511,3
512,2
513,3
514,2
515,4
516,4
517,1
518,3
519,2
520,1
521,1
522,1
523,3
524,1
525,2
526,1
527,1
528,1
529,1
530,3
531,4
532,1
533,1
534,4
535,1
536,2
537,1
538,3
539,1
540,1
541,4
542,3
543,1
544,1
545,2
546,3
547,4
548,4
549,4
550,1
551,3
552,3
553,1
554,3
555,4
556,3
557,2
558,4
559,1
560,1
561,2
562,4
563,2
564,3
565,1
566,1
567,2
568,3
569,2
570,2
571,2
572,1
573,1
574,1
575,3
576,2
577,4
578,1
579,4
580,3
581,1
582,1
583,1
584,2
585,2
586,4
587,2
588,1
589,4
590,2
591,2
592,1
593,4
594,2
595,2
596,1
597,3
598,1
599,4
600,1
601,2
602,2
603,3
604,3
605,4
606,3
607,4
608,4
609,1
610,3
611,2
612,3
613,3
614,4
615,4
616,1
617,2
618,4
619,4
620,3
621,4
622,2
623,2
624,1
625,3
626,3
627,3
628,2
629,2
630,2
631,2
632,4
653,3
654,1
655,4
656,2
657,3
658,3
659,2
660,3
661,4
662,4
663,4
664,3
665,4
666,1
667,4
668,1
669,4
670,3
671,1
672,4
673,1
674,3
675,3
691,3
692,2
693,3
694,2
695,4
696,2
697,2
698,1
699,3
700,3
701,2
702,2
703,3
704,3
705,2
706,2
707,3
708,4
709,3
710,2
711,2
712,2
713,1
714,3
715,4
716,3
717,4
718,3
734,4
735,2
736,2
737,3
738,2
739,4
740,1
741,4
742,1
743,1
744,4
745,3
746,3
747,1
748,2
749,3
750,2
751,2
752,3
753,4
754,4
755,4
756,1
757,2
758,1
759,2
760,2
761,2
762,4
763,1
764,4
765,1
766,4
767,4
768,3
769,2
770,3
771,1
772,3
773,4
774,4
775,4
776,4
777,2
778,1
779,1
780,2
781,4
782,4
783,2
784,2
785,3
786,4
787,1
788,3
789,4
790,4
791,2
792,4
793,3
794,3
795,1
796,2
797,4
798,3
799,1
800,3
801,1
802,2
803,3
804,3
805,1
806,1
807,1
808,1
809,2
810,1
813,2
814,2
815,1
816,2
817,1
818,3
819,2
820,3
821,2
822,2
823,4
824,4
825,2
826,2
827,1
828,2
829,4
830,3
831,2
832,4
833,4
834,3
835,4
836,1
837,4
838,2
839,3
840,3
841,1
842,4
843,3
844,2
845,1
846,2
847,1
848,1
849,1
850,4
851,1
852,3
853,2
854,3
855,1
856,3
857,3
858,1
859,3
860,1
861,3
862,1
863,4
864,4
865,3
866,4
867,4
868,4
869,1
870,3
871,2
872,3
873,4
874,3
875,1
876,1
877,3
878,2
879,2
880,1
881,3
882,1
883,2
884,1
885,1
886,1
887,4
888,1
889,4
890,1
891,2
892,1
893,2
894,4
895,1
896,2
897,3
898,3
899,1
900,3
901,2
902,4
903,1
904,1
905,1
906,1
907,2
908,2
909,2
910,2
911,1
912,3
913,4
914,4
915,4
916,4
917,4
918,2
919,3
920,1
921,2
922,1
923,1
924,1
925,3
926,3
927,3
928,2
929,1
930,2
931,3
932,1
933,1
934,1
935,1
936,1
937,2
938,3
939,3
940,3
941,2
942,4
943,3
944,2
945,2
946,2
947,2
949,1
950,1
951,2
952,1
953,4
954,1
955,4
956,3
957,3
958,3
959,4
960,2
961,1
962,3
963,3
964,3
965,2
966,4
967,3
968,1
969,2
970,3
971,4
972,3
973,4
974,4
975,3
976,4
977,4
978,3
979,1
980,1
981,2
982,3
983,3
984,4
985,3
986,3
987,3
988,1
989,3
990,4
991,4
992,3
993,1
994,2
995,3
996,2
997,2
998,1
999,3
1000,2
1001,3
1002,4
1003,2
1004,2
1005,1
1006,4
1007,1
1008,1
1009,4
1010,2
1011,4
1012,3
1013,3
1014,4
1015,3
1016,3
1017,2
1018,4
1019,2
1020,4
1021,1
1022,1
1023,4
1024,3
1025,4
1026,3
1027,4
1028,4
1029,3
1030,1
1031,3
1032,1
1033,3
1034,4
1035,4
3800,1
3801,1
3802,2
3803,4
3804,1
3805,4
3806,3
3807,1
3808,1
3809,2
3810,1
3811,1
3812,1
3813,1
3814,1
3815,1
3816,2
3817,3
3818,4
3819,2
3820,1
3821,1
3822,4
3823,1
3824,2
3825,4
3826,1
3827,3
3828,1
3829,1
3830,3
3831,3
3832,2
3833,1
3834,4
3835,1
3836,1
3837,1
3838,4
3839,1
3840,2
3841,3
3842,4
3843,1
3844,4
3845,1
3846,2
3847,4
3848,2
3849,4
3850,2
3851,2
3852,4
3853,2
3854,4
3855,1
3856,2
3857,3
3858,3
3859,3
3860,1
3861,2
3862,1
3863,3
3864,4
3865,1
3866,2
3867,3
3868,1
3869,2
3870,2
3871,4
3872,2
3873,2
3874,4
3875,1
3876,3
3877,2
3878,2
3879,4
3880,3
3881,1
3882,3
3883,2
3884,3
3885,4
3886,1
3887,1
3888,3
3889,4
3890,1
3891,1
3892,1
3893,1
3894,3
3895,3
3896,2
3897,2
3898,2
3899,3
3900,3
3901,1
3902,2
3903,2
3904,3
3905,1
3906,2
3907,1
3908,4
3909,2
3910,2
3911,4
3912,3
3913,1
3914,4
3915,4
3916,3
1058,4
1040,4
1053,2
1051,1
1052,3
1059,2
1046,1
1057,2
1043,1
1036,1
1050,3
1049,4
1047,1
1045,3
1056,3
1038,4
1054,1
1060,1
1041,4
1055,3
1042,3
1039,2
1037,3
1048,2
1044,3
1073,1
1077,4
1078,1
1065,3
1063,4
1080,3
1081,3
1074,2
1070,3
1069,4
1083,3
1067,4
1082,4
1076,1
1071,1
1084,3
1072,4
1068,4
1061,1
1066,1
1062,4
1085,4
1064,2
1079,2
1075,3
1097,4
1094,4
1110,1
1099,1
1089,4
1107,1
1095,3
1092,2
1086,2
1100,2
1096,4
1091,1
1098,1
1106,3
1105,1
1102,1
1108,4
1101,4
1104,4
1087,1
1088,1
1103,2
1090,1
1109,1
1093,3
1112,3
1133,4
1122,3
1115,2
1124,4
1131,4
1130,1
1125,4
1123,4
1126,3
1121,2
1119,3
1114,3
1134,4
1111,4
1116,4
1117,1
1120,3
1118,1
1132,1
1129,4
1128,3
1113,1
1135,3
1127,3
1145,3
1160,4
1139,3
1140,4
1149,3
1156,4
1157,3
1150,1
1154,1
1137,2
1141,1
1143,2
1152,4
1153,2
1142,1
1138,2
1155,1
1151,4
1146,1
1148,3
1158,2
1147,2
1144,4
1136,3
1159,4
1177,2
1180,1
1171,4
1183,3
1166,1
1181,4
1174,2
1182,1
1164,3
1168,3
1179,1
1176,4
1165,2
1175,3
1163,1
1170,3
1167,4
1185,1
1172,2
1173,3
1178,1
1169,2
1162,3
1161,3
1184,1
1188,2
1207,4
1199,2
1187,4
1200,3
1209,3
1204,4
1210,3
1196,2
1203,3
1193,2
1186,4
1206,3
1208,3
1192,4
1202,2
1198,3
1205,3
1189,3
1194,2
1191,4
1197,1
1190,1
1195,2
1201,1
1232,4
1219,1
1212,2
1229,4
1211,2
1224,2
1231,2
1213,2
1235,2
1222,1
1223,1
1220,2
1228,4
1218,4
1217,3
1215,1
1221,3
1225,3
1216,3
1226,3
1233,1
1230,1
1227,4
1234,4
1244,3
1253,1
1256,1
1257,1
1243,2
1251,3
1254,1
1241,3
1245,3
1240,3
1252,2
1255,2
1239,4
1260,3
1238,3
1250,1
1242,1
1249,1
1259,3
1258,2
1248,4
1246,1
1236,4
1247,1
1237,1
1271,3
1278,1
1272,1
1280,2
1261,4
1274,1
1281,4
1285,3
1266,3
1268,1
1264,3
1262,3
1277,4
1267,1
1273,4
1282,2
1276,1
1270,3
1275,4
1265,3
1269,4
1263,1
1283,2
1284,1
1279,4
